timestamp,temperature,pressure,flow,composition,efficiency
0,374.9080237694725,4.542719682496979,43.62767366200286,0.49967024372905344,0.35974971018318197
1,490.14286128198324,5.260920934375193,39.962088660826296,0.7467467725125942,0.4164460181429671
2,446.39878836228104,8.690926538819623,25.853852125257404,0.5626667806563331,0.24836551753524544
3,419.73169683940733,4.060039474539029,64.65400030913392,0.08330258311179639,0.5706945119123114
4,331.2037280884873,8.826847163309541,52.8961744457766,0.1855802367835554,0.3552470497191078
5,331.1989040672405,1.7932098787902233,87.91308930916033,0.21932818403091914,0.5895645001109614
6,311.6167224336399,7.991185934877676,12.889862243385242,0.2578642536448449,0.08641117467423061
7,473.235229154987,8.627928697492628,67.94811347996136,0.5654033919505043,0.6554938970451892
8,420.2230023486418,2.6363588755360485,78.66539906604051,0.5039657798253935,0.6918026267504315
9,441.6145155592091,4.873118791349804,78.35379122694764,0.20316003836420893,0.7140480977888632
10,304.1168988591605,2.4894979719729005,89.74665703859726,0.06755484345568707,0.5538271737828667
11,493.98197043239884,7.35943716094796,75.61303685465447,0.17143220447471808,0.7557060165514653
12,466.48852816008434,5.818129912554911,93.50290554829267,0.9843813126186033,0.8997152833472372
13,342.46782213565524,6.717910120374889,39.93909398388023,0.46854694979147227,0.29262244247329167
14,336.3649934414201,2.7683827026059005,55.28884750763888,0.8673455047021125,0.39399558913127825
15,336.68090197068676,2.9057127584717755,11.267169695460161,0.8487524666688433,0.09976443698630448
16,360.8484485919075,1.3734759295891572,10.62618285729621,0.5115195574628737,0.0934606101414285
17,404.9512863264476,3.8986078167615674,31.61139584063679,0.7066877084605435,0.2973012067625298
18,386.3890037284232,6.037701952003075,19.072647742517674,0.19275201041271228,0.17892044012196684
19,358.2458280396084,8.721414225975959,33.41902311421782,0.6883967049269083,0.25892273529598575
20,422.3705789444759,7.002347027128127,25.933896507555765,0.2723845792632895,0.24342325102897383
21,327.89877213040836,4.918566910597763,12.566802235478342,0.8320620967541508,0.10859373790907646
22,358.4289297070436,9.57808102954724,91.83737317654445,0.08372413310890992,0.6629658168310609
23,373.27236865873834,7.473206805182487,10.740081825000237,0.7731386728852775,0.11299020452956703
24,391.2139968434072,9.37148682576295,76.24739299033769,0.09993690656861953,0.61347984220764
25,457.0351922786027,5.748291759449491,23.69330982275649,0.881189236894309,0.244694249833178
26,339.93475643167193,3.3301384731382564,92.100665979964,0.3042045181350037,0.6411047122332898
27,402.84688768272235,1.4754401772824979,90.35163456308972,0.6543933648305748,0.7620896024234612
28,418.4829137724085,7.534763663354655,68.85110317323316,0.48750227862027984,0.6053904841287495
29,309.2900825439996,2.0917269820498072,70.50107348205447,0.366303145262339,0.44536608145413664
30,421.5089703802877,3.7249761544477047,10.480522777271968,0.6454418331834965,0.12577806554241253
31,334.10482473745833,5.792238170955077,98.63844095022418,0.947522980551238,0.6851656205664973
32,313.0103185970559,6.0797492900177295,89.0049343218233,0.04126974737462186,0.5689449825737323
33,489.7771074506667,6.4052487728842245,90.55956031570828,0.9188528558831043,0.9116682776004608
34,493.12640661491184,2.4962979731473056,69.33200833457848,0.6090816550210135,0.7002483578480456
35,461.6794696232922,4.417636643394839,41.03082357890828,0.8073143007690523,0.40536630584978695
36,360.92275383467415,6.5547480440527,90.42837841814327,0.3838749534342776,0.6767128143383444
37,319.5344228012768,9.728369781704062,36.23652353360731,0.4718429748376137,0.23234193609933287
38,436.8466053024314,7.548680239297198,60.64403890079826,0.868850751801164,0.5579715682222396
39,388.03049874792026,9.30343381384562,18.975787510949417,0.4148479698098231,0.16867995009335812
40,324.40764696895576,7.859908524827594,92.97600671194752,0.534659566749085,0.6174042706397295
41,399.03538202225405,6.325452720031604,22.6693411994092,0.020194923084332905,0.21193337627481712
42,306.8777042230437,2.728210322227101,30.240712515736654,0.1585980058380423,0.1949644593729545
43,481.8640804157564,7.000170867032617,60.23207423153935,0.6416865079747998,0.6010651574701315
44,351.75599632000336,6.610416093639164,78.76837001916834,0.7169769010638771,0.5835736491445104
45,432.5044568707964,6.422222534115398,65.74161753426691,0.5826009367844994,0.5987905271289209
46,362.3422152178822,5.408072811894167,30.892052152014056,0.14331003627561067,0.24723964895717387
47,404.0136042355622,5.75790943590348,10.08487382747413,0.4454054285778348,0.1184396505735813
48,409.34205586865596,4.0099827440629365,78.14355222766953,0.3550947663631898,0.6732580872624658
49,336.9708911051054,5.673814233780728,98.66865933199844,0.4956613440350883,0.6868328535971119
50,493.9169255529117,2.7780031511063044,82.89218082754813,0.8703290345540943,0.8406817514810004
51,455.0265646722229,8.246569576243392,51.41859563409538,0.7758614386586519,0.4869184908606917
52,487.8997883128378,2.6719925922883703,91.3390535259196,0.08398950138915895,0.9020878145532139
53,478.9654700855298,1.7646966090051976,46.886290580651504,0.8903091977745643,0.46497955301763005
54,419.57999576221704,4.926214237214417,57.24406758191208,0.4717671511498236,0.5139743876740243
55,484.37484700462335,6.924766955554556,52.941679065611496,0.7438621448859984,0.534165314017384
56,317.6985004103839,4.939451424401872,50.28614853989725,0.14003923126435214,0.33476321283862526
57,339.196572483829,3.4907871875617773,79.76716923645152,0.6707195257070481,0.5652522422971572
58,309.04545778210763,6.023540655013966,57.40920165425428,0.23632601760945793,0.3678326013380087
59,365.06606615265287,4.1230210187097995,38.50454098226945,0.43838089714093154,0.30942665141935055
60,377.7354579378964,9.395809211139698,33.23423508926305,0.01686287008210441,0.26373500412082046
61,354.2698063547792,9.303806256432148,13.397258527069004,0.15161063793047602,0.099083666268766
62,465.7475018303859,5.521346379748859,62.48756456947414,0.09208049312361977,0.5969122698835942
63,371.3506653387179,3.950955946164327,30.696527386093077,0.23974417293825845,0.25493724194231654
64,356.18690193747614,7.634191725609751,23.332052981474476,0.10001809002432227,0.18117878503228585
65,408.5392166316497,1.3304164913475998,68.84469674449099,0.6919100266195619,0.5959206415722221
66,328.1848449949525,5.272921054392861,71.3088332039394,0.02903990220921937,0.4830062501418292
67,460.43939615080797,4.026910548433001,77.69394030318993,0.617740500624998,0.7395724291532249
68,314.9101287359542,9.284822965922992,55.32192067047323,0.14070783082557425,0.34733769392933606
69,497.3773873201035,1.1080272454541429,90.46491446834979,0.9451614571778969,0.9122463336995931
70,454.4489538593315,5.975333881465142,94.2708478058405,0.9330940731098543,0.8850010746166223
71,339.74313630683446,7.6659722295996335,82.66338458132405,0.22550310252096262,0.5764225350656517
72,301.1044234247205,5.365161887716371,67.20341338073685,0.6144212982230295,0.42741400122996515
73,463.09228569096683,1.7686272714644948,37.33488582320698,0.028005319472458434,0.35365806683726814
74,441.3714687695234,9.75215251025112,98.4650429458199,0.9317885430511741,0.8840454461738119
75,445.8014336081975,5.662093882384881,34.67225504727445,0.5229873081917097,0.33641401853299996
76,454.25406933718915,6.527676198871102,28.239122979138795,0.04322315141777899,0.2729100089617918
77,314.8089303468181,3.129488044367566,49.79387024079245,0.3424999930081374,0.3274729715525873
78,371.6931457088545,5.351482765961235,15.115651364114962,0.0768494618612342,0.13983359203016602
79,323.17381190502596,4.862345427624897,98.06450182046117,0.3929444393733599,0.6496444891782432
